ward,year,item,category,location,cost
36,2012,Street Resurfacing Menu,Street Resurfacing,ON W BARRY AVE FROM NSHVILLE AV (6558 W) TO N TOMA AV (6632 W),36214
36,2012,Street Resurfacing Menu,Street Resurfacing,ON W FLETCHER ST FROM N MOBILE AV (6300 W) TO N RRAGANSETT AV (6400 W),42448
36,2012,Street Resurfacing Menu,Street Resurfacing,ON N ODELL AVE FROM W WAVELAND AV (3656 N) TO W GRACE ST (3800 N),82077
36,2012,Street Resurfacing Menu,Street Resurfacing,ON W WELLINGTON AVE FROM N NEWCASTLE AV (6832 W) TO N OAK PARK AV (6800 W),25172
36,2012,Street Resurfacing Menu,Street Resurfacing,ON NGLE AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AV (3500 N),61360
36,2012,Street Resurfacing Menu,Street Resurfacing,ON W WELLINGTON AVE FROM N NEW ENGLAND AV (6900 W) TO N NEWCASTLE AV (6832 W),18587
36,2012,Street Resurfacing Menu,Street Resurfacing,ON W WELLINGTON AVE FROM N OAK PARK AV (6800 W) TO N RUTHERFORD AV (6732 W),24507
36,2012,Street Resurfacing Menu,Street Resurfacing,ON W WAVELAND AVE FROM N NEWCASTLE AV (6832 W) TO N NEW ENGLAND AV (6900 W),49150
36,2012,Street Resurfacing Menu,Street Resurfacing,ON W WELLINGTON AVE FROM N RUTHERFORD AV (6732 W) TO N NORMANDY AV (6700 W),17379
36,2012,Street Resurfacing Menu,Street Resurfacing,ON N NORMANDY AVE FROM W CORNELIA AV (3500 N) TO W ADDISON ST (3600 N),66784
36,2012,Street Resurfacing Menu,Street Resurfacing,ON W WELLINGTON AVE FROM N NORMANDY AV (6700 W) TO NTOMA AV (6632 W),25122
36,2012,Street Resurfacing Menu,Street Resurfacing,ON N OCONTO AVE FROM W WAVELAND AV (3656 N) TO W GRACE ST (3800 N),75302
36,2012,Street Resurfacing Menu,Street Resurfacing,ON W ROSCOE ST FROM N RUTHERFORD AV (6732 W) TO N NORMANDY AV (6700 W),48256
36,2012,Street Resurfacing Menu,Street Resurfacing,ON N RUTHERFORD AVE FROM W SCHUBERT AV (2700 N) TO W DIVERSEY AV (2800 N),52712
36,2012,Street Resurfacing Menu,Street Resurfacing,ON N PITTSBURGH AVE FROM W IRVING PARK RD (4000 N) TO W BELLE PLAINE AV (4100 N),44517
36,2012,Street Resurfacing Menu,Street Resurfacing,ON N NEW ENGLAND AVE FROM W BARRY AV (3100 N) TO W WELLINGTON AV (3000 N),38934
36,2012,Street Resurfacing Menu,Street Resurfacing,ON W MELROSE ST FROM N MOBILE AV (6300 W) TO N MELVINA AV (6200 W),38969
36,2012,Street Resurfacing Menu,Street Resurfacing,ON N NEVA AVE FROM W ADDISON ST (3600 N) TO W WAVELAND AV (3700 N),39825
36,2012,Street Resurfacing Menu,Street Resurfacing,ON N PANAMA AVE FROM W BYRON ST (3900 N) TO W IRVING PARK RD (4000 N),43935
36,2012,Street Speed Hump Menu,Street Redesign,ON N NEW ENGLAND AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AV (3500 N),3700
36,2012,Street Speed Hump Menu,Street Redesign,ON N NEVA AVE FROM W ARMITAGE AV (2000 N) TO W DICKENS AV (2100 N),3700
36,2012,Street Speed Hump Menu,Street Redesign,ON N OCTAVIA AVE FROM W BARRY AV (3100 N) TO W BELMONT AV (3200 N),3700
36,2012,Street Speed Hump Menu,Street Redesign,ON N NEVA AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AV (3500 N),3700
36,2012,Chicago Park District,Parks,Shabbona Park Plaground - 6935 W. Addison,85301
37,2012,Alley Resurfacing Menu,Alleys,W CHICAGO AVE & W IOWA ST & N KEDVALE AVE & N KEELER AVE,27309
37,2012,Alley Speed Hump Menu,Alleys,N LOTUS AVE & N LINDER AVE & W NORTH AVE & N LAMON AVE,2800
37,2012,Bollard Menu,Misc.,ON W HADDON AVE FROM 4814 W TO N CICERO AV (4800 W),1890
37,2012,Curb & Gutter Menu,Street Resurfacing,ON W WABANSIA AVE FROM N LECLAIRE AV (5046 W) TO N LARAMIE AV (5200 W),71808
37,2012,Curb & Gutter Menu,Street Resurfacing,ON N PARKSIDE AVE FROM W FULLERTON AV (2400 N) TO W BELDEN AV (2300 N),15067
37,2012,Curb & Gutter Menu,Street Resurfacing,ON W FULLERTON AVE FROM N MENARD AV (5800 W) TO N MARMORA AV (5900 W),5567
37,2012,Sidewalk Menu,Sidewalk Repair,ON W POTOMAC AVE FROM N PINE AV (5520 W) TO N CENTRAL AV (5600 W),31607
37,2012,Sidewalk Menu,Sidewalk Repair,ON N LARAMIE AVE FROM W POTOMAC AV (1300 N) TO W HIRSCH ST (1400 N),9198
37,2012,Sidewalk Menu,Sidewalk Repair,ON W CRYSTAL ST FROM N PINE AV (5520 W) TO N CENTRAL AV (5600 W),720
37,2012,Sidewalk Menu,Sidewalk Repair,ON W AUGUSTA BLVD FROM N KARLOV AV (4100 W) TO N KEDVALE AV (4132 W),25816
37,2012,Street Resurfacing Menu,Street Resurfacing,ON W WABANSIA AVE FROM N CICERO AV (4779 W) TO N LAMON AV (4924 W),65226
37,2012,Street Resurfacing Menu,Street Resurfacing,ON W HIRSCH ST FROM N LAMON AV (4900 W) TO N LECLAIRE AV (5100 W),140722
37,2012,Street Resurfacing Menu,Street Resurfacing,ON W BLOOMINGDALE AVE FROM N LINDER AV (5500 W) TO N CENTRAL AV (5600 W),38855
37,2012,Street Resurfacing Menu,Street Resurfacing,ON N LOTUS AVE FROM W HIRSCH ST (1400 N) TO W LE MOYNE ST (1500 N),67499
37,2012,Street Resurfacing Menu,Street Resurfacing,ON N LAVERGNE AVE FROM W POTOMAC AV (1300 N) TO W HIRSCH ST (1400 N),40707
37,2012,Street Resurfacing Menu,Street Resurfacing,ON N LATROBE AVE FROM W LE MOYNE ST (1500 N) TO W HIRSCH ST (1400 N),38261
37,2012,Street Resurfacing Menu,Street Resurfacing,ON W CRYSTAL ST FROM N CICERO AV (4800 W) TO N LAMON AV (4900 W),37749
37,2012,Street Resurfacing Menu,Street Resurfacing,ON W KAMERLING AVE FROM N CICERO AV (4800 W) TO N LAMON AV (4900 W),31952
37,2012,Street Resurfacing Menu,Street Resurfacing,ON N LONG AVE FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N),31630
37,2012,Street Speed Hump Menu,Street Redesign,ON N LAMON AVE FROM W CHICAGO AV (800 N) TO W AUGUSTA BV (1000 N),7400
37,2012,Street Speed Hump Menu,Street Redesign,ON N LAVERGNE AVE FROM W POTOMAC AV (1300 N) TO W HIRSCH ST (1400 N),3700
37,2012,Street Speed Hump Menu,Street Redesign,ON W CONCORD PL FROM N LAMON AV (4924 W) TO N LECLAIRE AV (5046 W),5550
37,2012,Street Speed Hump Menu,Street Redesign,ON N LAWLER AVE FROM W CHICAGO AV (800 N) TO W AUGUSTA BV (1000 N),7400
37,2012,Floodlight Menu,Lighting,N KILPATRICK AVE & W RICE ST,500
37,2012,Floodlight Menu,Lighting,N KILPATRICK AVE & W WALTON ST,500
37,2012,Floodlight Menu,Lighting,N KILPATRICK AVE & W IOWA ST,500
37,2012,Floodlight Menu,Lighting,N KILPATRICK AVE & W AUGUSTA BLVD,500
37,2012,Street Light Arterial,Lighting,N KILPATRICK AVE & W IOWA ST RELOCATE/INSTALL NEW POLE,12000
37,2012,Street Light Residential Staggered Piggy Back Menu,Lighting,ON LECLAIRE FROM W AUGUSTA BV (1000 N) TO W DIVISION ST (1200 N),128000
37,2012,Street Light Residential Staggered Piggy Back Menu,Lighting,ON IOWA FROM N LONG AV (5400 W) TO N CENTRAL AV (5600 W),128000
37,2012,Street Light Residential Staggered Piggy Back Menu,Lighting,ON LUNA FROM W HIRSCH ST (1400 N) TO W NORTH AV (1600 N),128000
37,2012,Street Light Residential Staggered Piggy Back Menu,Lighting,ON ST PAUL FROM N LECLAIRE AV (5046 W) TO N LARAMIE AV (5200 W),64000
37,2012,Street Light Residential Staggered Piggy Back Menu,Lighting,ON LOCKWOOD FROM W NORTH AV (1600 N) TO W BLOOMINGDALE AV (1800 N),128000
37,2012,Street Light Upgrade,Lighting,ON IOWA FROM N KEELER AV (4200 W) TO N KOSTNER AV (4400 W),2100
37,2012,Street Light Upgrade,Lighting,ON WALTON FROM N KILPATRICK AV (4700 W) TO N CICERO AV (4800 W),2100
37,2012,Street Light Upgrade,Lighting,1631 N CENTRAL AVE,350
37,2012,Street Light Upgrade,Lighting,ON RICE FROM N KILPATRICK AV (4700 W) TO N CICERO AV (4800 W),1750
37,2012,Street Light Upgrade,Lighting,ON IOWA FROM N KILPATRICK AV (4700 W) TO N CICERO AV (4800 W),1750
37,2012,Street Light Upgrade,Lighting,ON LUNA FROM W BLOOMINGDALE AV (1800 N) TO W CORTLAND ST (1846 N),700
37,2012,Street Light Upgrade,Lighting,1617 N CENTRAL AVE,350
37,2012,Street Light Upgrade,Lighting,1643 N CENTRAL AVE,350
37,2012,Traffic Signal,Misc.,N KILPATRICK AVE & W IOWA ST Solar Power with Mast Arm,12000
38,2012,Alley Apron Menu,Alleys,ON W SCHOOL ST FROM 8300 W TO N PLAINFIELD AVE (8300 W),24233
38,2012,Alley Apron Menu,Alleys,ON N OCONTO AVE FROM 3953 N TO W BYRON ST (3900 N),11213
38,2012,Alley Apron Menu,Alleys,ON N HARLEM AVE FROM 3951 N TO W BYRON ST (3900 N),9941
38,2012,Alley Apron Menu,Alleys,ON W SUNNYSIDE AVE FROM 5300 W TO N LOCKWOOD AVE (5300 W),11934
38,2012,Alley Resurfacing Menu,Alleys,W LAWRENCE AVE & W GIDDINGS ST & NRRAGANSETT AVE & DEAD END,9540
38,2012,Bollard Menu,Misc.,ON N OCTAVIA AVE FROM 3951 N TO W BYRON ST (3900 N),1260
38,2012,Curb & Gutter Menu,Street Resurfacing,ON N MCVICKER AVE FROM W IRVING PARK RD (4000 N) TO W BELLE PLAINE AV (4100 N),105219
38,2012,Curb & Gutter Menu,Street Resurfacing,ON N NOTTINGHAM AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),103667
38,2012,Curb & Gutter Menu,Street Resurfacing,ON W EASTWOOD AVE FROM N MAJOR AV (5700 W) TO N MENARD AV (5800 W),50949
38,2012,Curb & Gutter Menu,Street Resurfacing,Austin - Gunnison to Lawrence,13863
38,2012,Curb & Gutter Menu,Street Resurfacing,ON MCVICKER FROM W IRVING PARK RD (4000 N) TO W BELLE PLAINE AV (4100 N),7909
38,2012,Curb & Gutter Menu,Street Resurfacing,ON N MARMORA AVE FROM W SUNNYSIDE AV (4500 N) TO W WILSON AV (4550 N),95740
38,2012,Curb & Gutter Menu,Street Resurfacing,ON N AUSTIN AVE FROM W GUNNISON ST (4832 N) TO W STRONG ST (4900 N),41937
38,2012,In-Road 'State Law Stop For Pedestrians' Signs Menu,Pedestrian Infrastructure,W ADDISON ST & N CENTRAL AVE,410
38,2012,Miscellaneous Other,Misc.,4544 N Menard,202
38,2012,Miscellaneous Other,Misc.,3949 N HARLEM AVE,196755
38,2012,Sidewalk Menu,Sidewalk Repair,ON N OAK PARK AVE FROM W ADDISON ST (3600 N) TO W ADDISON ST (3600 N),10190
38,2012,Sidewalk Menu,Sidewalk Repair,ON N MCVICKER AVE FROM W CULLOM AV (4300 N) TO W CULLOM AV (4300 N),21720
38,2012,Sidewalk Menu,Sidewalk Repair,ON W EASTWOOD AVE FROM N AUSTIN AV (6000 W) TO N MCVICKER AV (6032 W),9758
38,2012,Sidewalk Menu,Sidewalk Repair,ON N AUSTIN AVE FROM W DAKIN ST (3932 N) TO W IRVING,17318
38,2012,Sidewalk Menu,Sidewalk Repair,ON EASTWOOD FROM N MCVICKER AV (6032 W) TO N AUSTIN AV (6000 W),55359
38,2012,Street Resurfacing Menu,Street Resurfacing,ON N NORA AVE FROM W GRACE ST (3800 N) TO W IRVING PARK RD (4000 N),78056
38,2012,Street Resurfacing Menu,Street Resurfacing,ON N SAYRE AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),55715
38,2012,Street Resurfacing Menu,Street Resurfacing,ON N MARMORA AVE FROM W SUNNYSIDE AV (4500 N) TO W WILSON AV (4550 N),37131
38,2012,Street Resurfacing Menu,Street Resurfacing,ON W BYRON ST FROM N HARLEM AV (7200 W) TO N OCTAVIA AV (7300 W),53623
38,2012,Street Resurfacing Menu,Street Resurfacing,ON N NOTTINGHAM AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),54401
38,2012,Street Resurfacing Menu,Street Resurfacing,ON W WARWICK AVE FROM N CENTRAL AV (5600 W) TO N MAJOR AV (5700 W),65506
38,2012,Street Resurfacing Menu,Street Resurfacing,ON W EASTWOOD AVE FROM N MAJOR AV (5700 W) TO N MENARD AV (5800 W),53798
38,2012,Street Resurfacing Menu,Street Resurfacing,ON W BYRON ST FROM N NEW ENGLAND AV (6900 W) TO N NOTTINGHAM AV (7108 W),104852
38,2012,Street Speed Hump Menu,Street Redesign,ON N KOSTNER AVE FROM N MILWAUKEE AV (3714 N) TO W GRACE ST (3800 N),3700
38,2012,Street Speed Hump Menu,Street Redesign,ON N MOBILE AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),3700
38,2012,Street Speed Hump Menu,Street Redesign,ON W ROSCOE ST FROM N LOCKWOOD AV (5300 W) TO N LONG AV (5400 W),3700
38,2012,Street Speed Hump Menu,Street Redesign,ON N MELVINA AVE FROM W EASTWOOD AV (4628 N) TO W GIDDINGS ST (4732 N),3700
38,2012,Floodlight Menu,Lighting,N MILWAUKEE AVE & N KENTON AVE,500
38,2012,Floodlight Menu,Lighting,4311 N MOBILE AVE,600
38,2012,Floodlight Menu,Lighting,5318 W HUTCHINSON ST,500
38,2012,Street Light Upgrade,Lighting,4453 W IRVING PARK RD,350
38,2012,Street Light Upgrade,Lighting,ON MENARD FROM W BERTEAU AV (4200 N) TO W CULLOM AV (4300 N),1050
39,2012,Alley Resurfacing Menu,Alleys,N ST LOUIS AVE & N BERNARD ST & W FOSTER AVE & W CARMEN AVE,50254
39,2012,Concrete Alley Menu,Alleys,W PETERSON AVE & N KILPATRICK AVE & N CALDWELL AVE & N FOREST GLEN AVE,40000
39,2012,Miscellaneous Other,Misc.,Saughnash,264865
39,2012,Sidewalk Menu,Sidewalk Repair,ON W BRYN MAWR AVE FROM N CENTRAL PARK AV (3600 W) TO N PULASKI RD (4000 W),14318
39,2012,Street Resurfacing Menu,Street Resurfacing,ON N KILDARE AVE FROM W LAWRENCE AV (4800 N) TO W ARGYLE ST (5000 N),79652
39,2012,Street Resurfacing Menu,Street Resurfacing,ON N KINGSDALE AVE FROM Dead End (5704 N) TO N KERCHEVAL AV (5741 N),42327
39,2012,Street Resurfacing Menu,Street Resurfacing,ON N KOLMAR AVE FROM W ROSEMONT AV (6300 N) TO W DEVON AV (6400 N),46260
39,2012,Street Resurfacing Menu,Street Resurfacing,ON N KIRKWOOD AVE FROM N SAUGANASH AV (6211 N) TO W THOME AV (6240 N),7245
39,2012,Street Resurfacing Menu,Street Resurfacing,ON N KILBOURN AVE FROM W BRYN MAWR AV (5600 N) TO W HOLLYWOOD AV (5650 N),36837
39,2012,Street Resurfacing Menu,Street Resurfacing,ON N LACEY AVE FROM Dead End (5681 N) TO N KINGSDALE AV (5720 N),5047
39,2012,Street Resurfacing Menu,Street Resurfacing,ON N SAUGANASH AVE FROM N TRIPP AV (6067 N) TO W PETERSON AV (6000 N),49799
39,2012,Street Resurfacing Menu,Street Resurfacing,ON N KILPATRICK AVE FROM W LAWRENCE AV (4800 N) TO N ELSTON AV (4925 N),60232
39,2012,Street Resurfacing Menu,Street Resurfacing,ON N KIRKWOOD AVE FROM N HIAWATHA AV (6034 N) TO N IONIA AV (6124 N),37439
39,2012,Street Resurfacing Menu,Street Resurfacing,ON N KILBOURN AVE FROM W PETERSON AV (6000 N) TO W THORNDALE AV (5900 N),31453
39,2012,Street Resurfacing Menu,Street Resurfacing,ON W AINSLIE ST FROM N KARLOV AV (4100 W) TO N PULASKI RD (4000 W),38418
39,2012,Street Resurfacing Menu,Street Resurfacing,ON N KASSON AVE FROM N KENNICOTT AV (4582 N) TO N KEELER AV (4480 N),29900
39,2012,Street Resurfacing Menu,Street Resurfacing,ON N IONIA AVE FROM N KILPATRICK AV (6193 N) TO N KEENE AV (6264 N),40085
39,2012,Street Resurfacing Menu,Street Resurfacing,ON W AINSLIE ST FROM N LOWELL AV (4332 W) TO N KEELER AV (4200 W),61868
39,2012,Street Light Residential Staggered Piggy Back Menu,Lighting,ON KILDARE FROM W GRANVILLE AV (6200 N) TO W DEVON AV (6400 N),128000
39,2012,Street Light Residential Staggered Piggy Back Menu,Lighting,ON TRIPP FROM W GRANVILLE AV (6200 N) TO W DEVON AV (6400 N),128000
39,2012,Street Light Residential Staggered Piggy Back Menu,Lighting,ON KEELER FROM W GRANVILLE AV (6200 N) TO W DEVON AV (6400 N),128000
40,2012,Alley Apron Menu,Alleys,ON N CAMPBELL AVE FROM 5945 N TO W THORNDALE AV (5900 N),12657
40,2012,Alley Apron Menu,Alleys,ON W BERWYN AVE FROM 2014 W TO N DAMEN AV (2000 W),12395
40,2012,Alley Apron Menu,Alleys,ON W BERWYN AVE FROM 2015 W TO N DAMEN AV (2000 W),10461
40,2012,Alley Apron Menu,Alleys,ON N MAPLEWOOD AVE FROM 5943 N TO W THORNDALE AV (5900 N),12193
40,2012,Alley Apron Menu,Alleys,ON W SUMMERDALE AVE FROM 2015 W TO N DAMEN AV (2000 W),10867
40,2012,Alley Apron Menu,Alleys,ON N VIRGINIA AVE FROM 5927 N TO W THORNDALE AV (5852 N),16806
40,2012,Alley Apron Menu,Alleys,ON N RAVENSWOOD AVE FROM 5645 N TO W BRYN MAWR AV (5600 N),9201
40,2012,Alley Apron Menu,Alleys,ON W SUMMERDALE AVE FROM 2014 W TO N DAMEN AV (2000 W),9577
40,2012,Alley Resurfacing Menu,Alleys,6458 N Greenview,1440
40,2012,Concrete Alley Menu,Alleys,N WINCHESTER AVE & N WOLCOTT AVE & W WINONA ST & W FOSTER AVE,86000
40,2012,Concrete Alley Menu,Alleys,N LINCOLN AVE & W PETERSON AVE & N RICHMOND ST & N SACRAMENTO AVE,21706
40,2012,Curb & Gutter Menu,Street Resurfacing,ON W FARRAGUT AVE FROM N HONORE ST (1820 W) TO N HONORE ST (1820 W),9241
40,2012,Curb & Gutter Menu,Street Resurfacing,ON W THORNDALE AVE FROM N WHIPPLE ST (3028 W) TO N VIRGINIA AV (3110 W),11942
40,2012,Curb & Gutter Menu,Street Resurfacing,ON W RASCHER AVE FROM N FRANCISCO AV (2900 W) TO N VIRGINIA AV (3009 W),7410
40,2012,Curb & Gutter Menu,Street Resurfacing,ON N FRANCISCO AVE FROM W HOLLYWOOD AV (5700 N) TO W HOLLYWOOD AV (5700 N),39255
40,2012,Curb & Gutter Menu,Street Resurfacing,ON W SUMMERDALE AVE FROM N WOLCOTT AV (1850 W) TO N RAVENSWOOD AV (1800 W),22979
40,2012,Curb & Gutter Menu,Street Resurfacing,ON ROCKWELL FROM W GUNNISON ST (4836 N) TO W LAWRENCE AV (4800 N),1443
40,2012,In-Road 'State Law Stop For Pedestrians' Signs Menu,Pedestrian Infrastructure,W BALMORAL AVE & N LINCOLN AVE,800
40,2012,In-Road 'State Law Stop For Pedestrians' Signs Menu,Pedestrian Infrastructure,W BALMORAL AVE & N RAVENSWOOD AVE,229
40,2012,In-Road 'State Law Stop For Pedestrians' Signs Menu,Pedestrian Infrastructure,W WINONA ST & N CALIFORNIA AVE,410
40,2012,Miscellaneous Other,Misc.,ON FRANCISCO FROM W BRYN MAWR AV (5600 N) TO W HOLLYWOOD AV (5700 N),1173
40,2012,Sidewalk Menu,Sidewalk Repair,N FAIRFIELD AVE & W ARDMORE AVE,1275
40,2012,Street Resurfacing Menu,Street Resurfacing,ON N HERMITAGE AVE FROM W ROSEHILL DR (5750 N) TO W THORNDALE AV (5840 N),4025
40,2012,Street Resurfacing Menu,Street Resurfacing,ON W THORNDALE AVE FROM N WESTERN AV (2400 W) TO N CALIFORNIA AV (2800 W),197791
40,2012,Street Resurfacing Menu,Street Resurfacing,ON W BERWYN AVE FROM N HOYNE AV (2100 W) TO N DAMEN AV (2000 W),4025
40,2012,Street Resurfacing Menu,Street Resurfacing,ON W CATALPA AVE FROM N CALIFORNIA AV (2800 W) TO N VIRGINIA AV (3015 W),79609
40,2012,Street Resurfacing Menu,Street Resurfacing,ON W GREGORY ST FROM N FRANCISCO AV (2900 W) TO N VIRGINIA AV (3021 W),66329
40,2012,Street Resurfacing Menu,Street Resurfacing,ON N FAIRFIELD AVE FROM N LINCOLN AV (5712 N) TO W PETERSON AV (6000 N),120176
40,2012,Street Resurfacing Menu,Street Resurfacing,ON N MOZART ST FROM W AINSLIE ST (4912 N) TO W CARMEN AV (5100 N),115866
40,2012,Street Resurfacing Menu,Street Resurfacing,ON W BALMORAL AVE FROM N WINCHESTER AV (1920 W) TO N BOWMANVILLE AV (2320 W),143967
40,2012,Street Resurfacing Menu,Street Resurfacing,ON W RASCHER AVE FROM N CALIFORNIA AV (2800 W) TO N VIRGINIA AV (3009 W),80771
40,2012,Street Resurfacing Menu,Street Resurfacing,ON W THORNDALE AVE FROM N TALMAN AV (2632 W) TO N CALIFORNIA AV (2800 W),59204
40,2012,Street Resurfacing Menu,Street Resurfacing,ON N ARTESIAN AVE FROM W BRYN MAWR AV (5600 N) TO W PETERSON AV (6000 N),130476
40,2012,Pedestrian Countdown,Pedestrian Infrastructure,W AINSLIE ST & N WESTERN AVE,14000
40,2012,Street Light Upgrade,Lighting,1743 W GRANVILLE AVE,350
40,2012,Street Light Upgrade,Lighting,5018 N MOZART ST,350
40,2012,High Definition Camera,Misc.,Relocate POD camera from 5208 N. Wolcott to 5301 N. Hoyne,1800
40,2012,High Definition Camera,Misc.,Relocate POD camera from 1401 W. Devon to 1600 W. Morse,1800
41,2012,Alley Speed Hump Menu,Alleys,N NEWLAND AVE & N SAYRE AVE & W GREGORY ST & W HIGGINS AVE,2100
41,2012,Alley Speed Hump Menu,Alleys,N NEW ENGLAND AVE & N SAYRE AVE & W GREGORY ST & W HIGGINS AVE,2800
41,2012,Concrete Alley Menu,Alleys,W DEVON AVE & W HORTENSE AVE & N OLCOTT AVE & N ORIOLE AVE,48000
41,2012,Curb & Gutter Menu,Street Resurfacing,ON W TALCOTT AVE FROM N ORIOLE AV (7600 W) TO N,21182
41,2012,Curb & Gutter Menu,Street Resurfacing,ON N MINNEHAHA AVE FROM N HIAWATHA AV (6482 N) TO N HIAWATHA AV (6482 N),9327
41,2012,Curb & Gutter Menu,Street Resurfacing,ON N OCONTO AVE FROM W BIRCHWOOD AV (7500 N) TO W HOWARD ST (7600 N),3677
41,2012,Curb & Gutter Menu,Street Resurfacing,ON N ALGONQUIN AVE FROM N HIAWATHA AV (6530 N) TO N HIAWATHA AV (6583 N),9506
41,2012,In-Road 'State Law Stop For Pedestrians' Signs Menu,Pedestrian Infrastructure,N NORTHWEST HWY & N OSHKOSH AVE,800
41,2012,In-Road 'State Law Stop For Pedestrians' Signs Menu,Pedestrian Infrastructure,W DEVON AVE & N NEWCASTLE AVE,800
41,2012,In-Road 'State Law Stop For Pedestrians' Signs Menu,Pedestrian Infrastructure,W DEVON AVE & N OAK PARK AVE,400
41,2012,Sidewalk Menu,Sidewalk Repair,ON N AVONDALE AVE FROM N OLYMPIA AV (6497 N) TO N OGALLAH AV (6524 N),8433
41,2012,Sidewalk Menu,Sidewalk Repair,6069 N Naples,2964
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N ODELL AVE FROM W COYLE AV (6932 N) TO W LUNT AV (7000 N),16073
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N NORDICA AVE FROM W ARGYLE ST (5000 N) TO W FOSTER AV (5200 N),130706
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N MOBILE AVE FROM W ESTES AV (7100 N) TO W TOUHY AV (7200 N),68224
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N MENDOTA AVE FROM N CALDWELL AV (6832 N) TO N LEOTI AV (6884 N),46017
41,2012,Street Resurfacing Menu,Street Resurfacing,ON W ALBION AVE FROM NTOMA AV (6600 W) TO N NEWCASTLE AV (6800 W),83700
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N MOBILE AVE FROM W GREENLEAF AV (7035 N) TO W ESTES AV (7100 N),38928
41,2012,Street Resurfacing Menu,Street Resurfacing,ON W LUNT AVE FROM N OCTAVIA AV (7300 W) TO N ODELL AV (7350 W),28748
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N NEVA AVE FROM W GUNNISON ST (4800 N) TO W STRONG ST (4900 N),51579
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N IONIA AVE FROM N MENDOTA AV (7014 N) TO N MOSELLE AV (7026 N),44269
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N WESLEY TR FROM W FOSTER AV (5200 N) TO CITY LIMITS (0 N),6950
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N MENDOTA AVE FROM N HIAWATHA AV (6940 N) TO N IONIA AV (7021 N),42331
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N OLEANDER AVE FROM W ESTES AV (7100 N) TO W TOUHY AV (7200 N),38152
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N NORDICA AVE FROM W BALMORAL AV (5400 N) TO W HIGGINS AV (5438 N),2636
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N PANAMA AVE FROM W GREGORY ST (5520 N) TO W GREGORY ST (5520 N),46805
41,2012,Street Resurfacing Menu,Street Resurfacing,ON W GREENLEAF AVE FROM N MOBILE AV (6300 W) TO N CALDWELL AV (6370 W),37863
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N NEWARK AVE FROM N NORTHWEST HW (6071 N) TO W RAVEN ST (6119 N),53642
41,2012,Street Resurfacing Menu,Street Resurfacing,ON W ESTES AVE FROM N MOBILE AV (6300 W) TO N MERRIMAC AV (6233 W),24183
41,2012,Street Resurfacing Menu,Street Resurfacing,ON W ESTES AVE FROM N MERRIMAC AV (6233 W) TO N MERRIMAC AV (6233 W),15141
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N NEWCASTLE AVE FROM W CARMEN AV (5100 N) TO W FOSTER AV (5200 N),53254
41,2012,Street Resurfacing Menu,Street Resurfacing,ON W COYLE AVE FROM N OCTAVIA AV (7300 W) TO N ODELL AV (7350 W),27216
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N CHESTER AVE FROM W ARGYLE ST (5000 N) TO W WINONA ST (5120 N),52043
41,2012,Street Resurfacing Menu,Street Resurfacing,PALATINE AV (6243 N),35370
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N CHESTER AVE FROM W WINONA ST (5120 N) TO W FOSTER AV (5200 N),34375
41,2012,Street Resurfacing Menu,Street Resurfacing,ON W PALATINE AVE FROM N ODELL AV (7331 W) TO N HARLEM AV (7200 W),62928
41,2012,Street Resurfacing Menu,Street Resurfacing,ON N JEAN AVE FROM N IONIA AV (6872 N) TO N HIAWATHA AV (6840 N),47889
41,2012,Street Light Upgrade,Lighting,5967 N NINA AVE,350
41,2012,Chicago Park District,Parks,Norwood Park- dog friendly area,60000
41,2012,Chicago Park District,Parks,Brooks Park- tennis cours surface and fence repair,60000
42,2012,Alley Resurfacing Menu,Alleys,E BELLEVUE PL & E OAK ST & N LAKE SHORE DR & N RUSH ST,31770
42,2012,Curb & Gutter Menu,Street Resurfacing,ON E WALTON ST FROM N MIES VAN DER ROHE WY (236 E) TO N MIES VAN DER ROHE WY (236 E),35170
