ward,year,item,category,location,cost
44,2015,Sidewalk Menu,Sidewalk Repair,ON W WELLINGTON AVE FROM N WATERLOO CT (650 W) TO N CLARK ST (730 W),2579
44,2015,Sidewalk Menu,Sidewalk Repair,ON W ROSCOE ST FROM N SOUTHPORT AVE (1400 W) TO N LAKEWOOD AVE (1300 W),2400
44,2015,Sidewalk Menu,Sidewalk Repair,ON N SHERIDAN RD FROM W BRIAR PL (3140 N) TO W BELMONT AVE (3200 N) Project # S-5-702 - PM: John Cecchin,839
44,2015,Sidewalk Menu,Sidewalk Repair,ON W SURF ST FROM N SHERIDAN RD (400 W) TO N PINE GROVE AVE (500 W) sidewalk change order - PM: JC,6198
44,2015,Sidewalk Menu,Sidewalk Repair,1154 W DIVERSEY PKWY sidewalk @ 1154 W Diversey -,678
44,2015,Street Resurfacing Menu,Street Resurfacing,ON N HUDSON AVE FROM W BELMONT AVE (3200 N) TO W WEBSTER AVE (2200 N),35088
44,2015,Street Resurfacing Menu,Street Resurfacing,ON W ROSCOE ST FROM N HALSTED ST (800 W) TO N CLARK ST (950 W),85553
44,2015,Street Resurfacing Menu,Street Resurfacing,ON N LAKEWOOD AVE FROM W ADDISON ST (3600 N) TO W BYRON ST (3900 N),185930
44,2015,Street Resurfacing Menu,Street Resurfacing,ON W HAWTHORNE PL FROM N LAKE SHORE DR (500 W) TO N BROADWAY (599 W),70655
44,2015,Street Resurfacing Menu,Street Resurfacing,ON N COMMONWEALTH AVE FROM W SURF ST (2900 N) TO W OAKDALE AVE (2940 N),39489
44,2015,Street Resurfacing Menu,Street Resurfacing,ON W GRACE ST FROM N SOUTHPORT AVE (1400 W) TO N JANSSEN AVE (1430 W),11213
44,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON N FREMONT ST FROM W ADDISON ST (3600 N) TO W WAVELAND AVE (3700 N),53131
44,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON W SCHOOL ST FROM N CLIFTON AVE (1130 W) TO N RACINE AVE (1200 W),24752
44,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON W BYRON ST FROM N SOUTHPORT AVE (1400 W) TO N JANSSEN AVE (1450 W),15949
44,2015,Street Speed Hump Replacement,Street Resurfacing,ON N FREMONT ST FROM W ADDISON ST (3600 N) TO W WAVELAND AVE (3700 N),0
44,2015,Street Speed Hump Replacement,Street Resurfacing,ON W ROSCOE ST FROM N CLARK ST (950 W) TO N HALSTED ST (800 W),0
44,2015,Street Light Pole Painting Menu,Lighting,ON N LAKE SHORE DR FROM W BELMONT AVE (3200 N) TO W STRATFORD PL (3480 N),6600
44,2015,Street Light Upgrade Menu,Lighting,812 W BELMONT AVE . Current W.O # : 11534400 -,400
44,2015,Street Light Upgrade Menu,Lighting,ON N LAKE SHORE DR FROM W BELMONT AVE (3200 N) TO W STRATFORD PL (3480 N),15200
44,2015,Traffic Signal Pole Painting Menu,Misc.,ON N LAKE SHORE DR FROM W BELMONT AVE (3200 N) TO W STRATFORD PL (3480 N),8050
44,2015,Street Light Residential Staggered Piggy Back Menu,Lighting,LED Residential w/piggybacks. Current W.O # : 11554450 - Approved - in Design,93600
44,2015,Street Light Residential Staggered Piggy Back Menu,Lighting,LED Residential w/piggybacks. Current W.O # : 11554451 - Approved-in Design,78000
44,2015,Chicago Park District,Parks,W DIVERSEY PKWY & N LINCOLN AVE Walkway and bench replacement -,44988
44,2015,Chicago Public Schools,Misc.,851 W WAVELAND AVE Inter-America Magnet School-Turf Field -,13000
45,2015,Alley Resurfacing Menu,Alleys,N MULLIGAN AVE & W CATALPA AVE&NGLE AVE & W BALMORAL AVE,739
45,2015,Alley Resurfacing Menu,Alleys,NGLE AVE & W CATALPA AVE&NTCHEZ AVE & W GREGORY ST,2520
45,2015,Alley Resurfacing Menu,Alleys,W BYRON ST & N KEDVALE AVE&N AVONDALE AVE & N KEYSTONE AVE,6852
45,2015,Alley Speed Hump Menu,Alleys,N ELSTON AVE & N MAJOR AVE&W SEMINOLE ST & N MANGO AVE,1400
45,2015,Alley Speed Hump Menu,Alleys,N TRIPP AVE & W WAVELAND AVE&N MILWAUKEE AVE & W ADDISON ST,3500
45,2015,Alley Speed Hump Menu,Alleys,N KOSTNER AVE & W BERTEAU AVE&N KENNETH AVE & W IRVING PARK RD,3500
45,2015,Alley Speed Hump Menu,Alleys,W BERTEAU AVE & N MILWAUKEE AVE&W HUTCHINSON ST & N LECLAIRE AVE,3500
45,2015,Alley Speed Hump Menu,Alleys,4825 W HUTCHINSON ST,3500
45,2015,Alley Speed Hump Menu,Alleys,W PETERSON AVE & N MERRIMAC AVE&W ROSEDALE AVE & N MOBILE AVE,1400
45,2015,Concrete Alley Menu,Alleys,N MEADE AVE & W BERWYN AVE&N MELVINA AVE & W BALMORAL AVE,2126
45,2015,Curb & Gutter Menu,Street Resurfacing,ON W EASTWOOD AVE FROM N MAJOR AVE (5700 W) TO N MENARD AVE (5800 W),15905
45,2015,Guardrail Menu,Misc.,ON N LOVEJOY AVE FROM 5136 N TO W CARMEN AVE (5100 N),3536
45,2015,Sidewalk Menu,Sidewalk Repair,ON N KEDVALE AVE FROM W ADDISON ST (3600 N) TO W WAVELAND AVE (3700 N),8758
45,2015,Street Resurfacing Menu,Street Resurfacing,ON W BERWYN AVE FROM N MELVINA AVE (6200 W) TO N MEADE AVE (6100 W),40464
45,2015,Street Resurfacing Menu,Street Resurfacing,ON W WINDSOR AVE FROM N LONG AVE (5400 W) TO N LINDER AVE (5500 W),32555
45,2015,Street Resurfacing Menu,Street Resurfacing,ON N CENTRAL PARK AVE FROM N ELSTON AVE (3901 N) TO W IRVING PARK RD (3999 N),39167
45,2015,Street Resurfacing Menu,Street Resurfacing,ON N ROGERS AVE FROM N LATROBE AVE (5299 N) TO W BERWYN AVE (5300 N),42974
45,2015,Street Resurfacing Menu,Street Resurfacing,ON N NORMANDY AVE FROM W RASCHER AVE (5440 N) TO W GREGORY ST (5530 N),29969
45,2015,Street Resurfacing Menu,Street Resurfacing,ON W GUNNISON ST FROM N MASON AVE (5930 W) TO N MAJOR AVE (5700 W),121211
45,2015,Street Resurfacing Menu,Street Resurfacing,ON N LAWNDALE AVE FROM W GRACE ST (3800 N) TO N PARKVIEW TER (3700 N),42478
45,2015,Street Resurfacing Menu,Street Resurfacing,ON N MAJOR AVE FROM W LAWRENCE AVE (4800 N) TO W LELAND AVE (4700 N),52306
45,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON N MELVINA AVE FROM W ARGYLE ST (5000 N) TO W HIGGINS AVE (5133 N),76796
45,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON W BALMORAL AVE FROM N MOODY AVE (6140 W) TO N MEADE AVE (6100 W),29906
45,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON NTCHEZ AVE FROM W STRONG ST (4900 N) TO W ARGYLE ST (5000 N),50148
45,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON W GRACE ST FROM N LAWNDALE AVE (3700 W) TO N RIDGEWAY AVE (3730 W),20221
45,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON W BERWYN AVE FROM N MULLIGAN AVE (6340 W) TO NGLE AVE (6400 W),25603
45,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON W WARWICK AVE FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE (5100 W),43679
45,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON W WAVELAND AVE FROM N MILWAUKEE AVE (4400 W) TO N LOWELL AVE (4330 W),25889
45,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON W FARRAGUT AVE FROM N LORING AVE (5500 W) TO N LUNA AVE (5544 W),38654
45,2015,Street Speed Hump Menu,Street Redesign,ON N KILBOURN AVE FROM W IRVING PARK RD (4000 N) TO W BERTEAU AVE (4200 N),5550
45,2015,Street Speed Hump Replacement,Street Resurfacing,ON NTCHEZ AVE FROM W STRONG ST (4900 N) TO W ARGYLE ST (5000 N),0
45,2015,Street Speed Hump Replacement,Street Resurfacing,ON W FARRAGUT AVE FROM N LUNA AVE (5544 W) TO N LORING AVE (5500 W),0
45,2015,Street Speed Hump Replacement,Street Resurfacing,ON W WAVELAND AVE FROM N LOWELL AVE (4330 W) TO N MILWAUKEE AVE (4400 W),0
45,2015,Street Light Residential Staggered Piggy Back Menu,Lighting,LED Residential w/piggyback. Current W.O # : 11554550 - Approved-in Design,156000
45,2015,Miscellaneous Other Projects,Misc.,4754 N MILWAUKEE AVE Planting of 100 Trees - various locations,50000
45,2015,Miscellaneous Other Projects,Misc.,5414 N LINDER AVE ADA accessible playground at Farnsworth Elementary -,100000
45,2015,Miscellaneous Other Projects,Misc.,3815 N KEDVALE AVE Field renovation and resurfacing at Disney II -,100000
46,2015,Alley Resurfacing Menu,Alleys,N BEACON ST & W WILSON AVE&N MALDEN ST & W LELAND AVE,25447
46,2015,Alley Resurfacing Menu,Alleys,N CLARENDON AVE & W MONTROSE AVE&N DAYTON ST & W ALDINE AVE,16175
46,2015,Curb & Gutter Menu,Street Resurfacing,ON N DOVER ST FROM W WILSON AVE (4600 N) TO W LELAND AVE (4700 N),5067
46,2015,Curb & Gutter Menu,Street Resurfacing,ON N HAZEL ST FROM W HUTCHINSON ST (4230 N) TO W JUNIOR TER (4300 N),13256
46,2015,Curb & Gutter Menu,Street Resurfacing,ON N CLARENDON AVE FROM N BROADWAY (3912 N) TO W IRVING PARK RD (4000 N),41328
46,2015,Curb & Gutter Menu,Street Resurfacing,ON N DAYTON ST FROM W MONTROSE AVE (4400 N) TO W ALDINE AVE (3300 N),39829
46,2015,Curb & Gutter Menu,Street Resurfacing,ON W SHERIDAN RD FROM N BROADWAY (6399 N) TO N PINE GROVE AVE (3900 N),19068
46,2015,Miscellaneous CDOT Projects,Misc. CDOT,N BEACON ST & W SUNNYSIDE AVE,1532
46,2015,Pavement Markings Menu,Street Redesign,N LAKE SHORE DR & W ADDISON ST,6500
46,2015,Pavement Markings Menu,Street Redesign,W ADDISON ST & N BROADWAY,6500
46,2015,Sidewalk Menu,Sidewalk Repair,ON W WILSON AVE FROM N MARINE DR (730 W) TO N HAZEL ST (900 W),22340
46,2015,Sidewalk Menu,Sidewalk Repair,ON N KENMORE AVE FROM W BUENA AVE (4200 N) TO W MONTROSE AVE (4400 N),868
46,2015,Sidewalk Menu,Sidewalk Repair,ON W GRACE ST FROM N LAKE SHORE DR (600 W) TO N PINE GROVE AVE (700 W),1958
46,2015,Sidewalk Menu,Sidewalk Repair,ON W IRVING PARK RD FROM N CLARENDON AVE (800 W) TO N PINE GROVE AVE (699 W),23029
46,2015,Sidewalk Menu,Sidewalk Repair,ON W IRVING PARK RD FROM N SHERIDAN RD (1000 W) TO N KENMORE AVE (1040 W),3353
46,2015,Sidewalk Menu,Sidewalk Repair,ON W JUNIOR TER FROM N MARINE DR (640 W) TO N CLARENDON AVE (800 W),1344
46,2015,Sidewalk Menu,Sidewalk Repair,ON W LAWRENCE AVE FROM N MARINE DR (750 W) TO N KENMORE AVE (1040 W),54085
46,2015,Street Resurfacing Menu,Street Resurfacing,ON N PINE GROVE AVE FROM W ADDISON ST (3600 N) TO W BROMPTON AVE (3540 N),59222
46,2015,Street Resurfacing Menu,Street Resurfacing,ON N BROADWAY FROM W SUNNYSIDE AVE (4500 N) TO W MONTROSE AVE (4400 N),906
46,2015,Street Resurfacing Menu,Street Resurfacing,ON N MAGNOLIA AVE FROM W WILSON AVE (4600 N) TO W LELAND AVE (4700 N),65269
46,2015,Street Resurfacing Menu,Street Resurfacing,ON W JUNIOR TER FROM N MARINE DR (640 W) TO N CLARENDON AVE (800 W),60968
46,2015,Street Resurfacing Menu,Street Resurfacing,ON N FREMONT ST FROM W WAVELAND AVE (3700 N) TO W GRACE ST (3800 N),95708
46,2015,Street Resurfacing Menu,Street Resurfacing,ON N CLARENDON AVE FROM N BROADWAY (3912 N) TO W IRVING PARK RD (4000 N),30410
46,2015,Street Resurfacing Menu,Street Resurfacing,ON N HAZEL ST FROM W JUNIOR TER (4300 N) TO W MONTROSE AVE (4400 N),51508
46,2015,Street Resurfacing Menu,Street Resurfacing,ON N BROADWAY FROM W CULLOM AVE (4300 N) TO N SHERIDAN RD (4347 N),1879
46,2015,Street Resurfacing Menu,Street Resurfacing,ON N MALDEN ST FROM W WILSON AVE (4600 N) TO W LELAND AVE (4700 N),80960
46,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON W PATTERSON AVE FROM N PINE GROVE AVE (600 W) TO N BROADWAY (699 W),34271
46,2015,Street Resurfacing Menu (1-5),Street Resurfacing,ON W BUENA AVE FROM N MARINE DR (640 W) TO N SHERIDAN RD (1000 W),144587
46,2015,Street Speed Hump Menu,Street Redesign,ON N KENMORE AVE FROM W LAWRENCE AVE (4800 N) TO W AINSLIE ST (4900 N),3700
46,2015,Street Speed Hump Menu,Street Redesign,ON N PINE GROVE AVE FROM W ADDISON ST (3600 N) TO W IRVING PARK RD (4000 N),9250
46,2015,Street Light Pole POD Camera Menu,Lighting,N HAZEL ST & W WINDSOR AVE Install Pod Camera Pole,3000
46,2015,Street Light Pole POD Camera Menu,Lighting,W WINDSOR AVE & N SHERIDAN RD Install Pod Camera Pole,3000
46,2015,Street Light Pole POD Camera Menu,Lighting,N HAZEL ST & W SUNNYSIDE AVE Install Pod Camera Pole,3000
46,2015,Street Light Pole POD Camera Menu,Lighting,N MALDEN ST & W MONTROSE AVE Install Pod Camera Pole,3000
46,2015,Left-Turn Arrow Menu,Street Redesign,N BROADWAY & N CLARENDON AVE,90000
46,2015,Street Light Residential Staggered Piggy Back Menu,Lighting,ON N MAGNOLIA AVE FROM W MONTROSE AVE (4400 N) TO W WILSON AVE (4600 N) N Magnolia Ave from W Montrose Av to W Wilson Ave,156000
46,2015,Street Speed Hump Replacement,Street Resurfacing,ON N MAGNOLIA AVE FROM W WILSON AVE (4600 N) TO W LELAND AVE (4700 N),0
46,2015,Chicago Park District,Parks,4501 N CLARENDON AVE Clarendon Park Comm. Garden,3209
46,2015,High Definition Camera Menu,Misc.,W WINDSOR AVE & N SHERIDAN RD; N HAZEL ST & W WINDSOR AVE; W WILSON POD Cameras - 5 locations (including Malden & Sunnyside) AVE & N MALDEN ST; N HAZEL ST & W SUNNYSIDE AVE,135055
47,2015,Alley Apron Menu,Alleys,ON N LINCOLN AVE FROM 4044 N TO W CUYLER AVE (4040 N),14585
47,2015,Alley Apron Menu,Alleys,ON W ARGYLE ST FROM 1214 W TO N BROADWAY (1200 W),8491
47,2015,Alley Apron Menu,Alleys,ON W BELLE PLAINE AVE FROM 1461 W TO N SOUTHPORT AVE (1400 W),7974
47,2015,Alley Apron Menu,Alleys,ON W BERENICE AVE FROM 1930 W TO N DAMEN AVE (2000 W),10371
47,2015,Alley Apron Menu,Alleys,ON W WILSON AVE FROM 1729 W TO N PAULINA ST (1700 W),8354
47,2015,Alley Apron Menu,Alleys,ON W BERENICE AVE FROM 1920 W TO N LINCOLN AVE (1900 W),9457
47,2015,Alley Apron Menu,Alleys,ON N HAMILTON AVE FROM 4814 N TO W LAWRENCE AVE (4800 N),8931
47,2015,Alley Resurfacing Menu,Alleys,N ASHLAND AVE & W AINSLIE ST&N PAULINA ST & W WINNEMAC AVE,31404
47,2015,Alley Resurfacing Menu,Alleys,N WESTERN AVE & W BELLE PLAINE AVE&N CAMPBELL AVE & W WARNER AVE,27537
47,2015,Alley Resurfacing Menu,Alleys,N DAMEN AVE & W ADDISON ST&N WOLCOTT AVE & W EDDY ST,13206
47,2015,Alley Resurfacing Menu,Alleys,N WESTERN AVE & W WARNER AVE&N CAMPBELL AVE & W BERTEAU AVE,13450
47,2015,Alley Resurfacing Menu,Alleys,N CLAREMONT AVE & W BELLE PLAINE AVE&N WESTERN AVE & W BERTEAU AVE,34424
47,2015,Alley Resurfacing Menu,Alleys,N PAULINA ST & W SUNNYSIDE AVE&N HERMITAGE AVE & W WILSON AVE,12380
47,2015,Alley Resurfacing Menu,Alleys,N CLAREMONT AVE & W GRACE ST&N WESTERN AVE & W BYRON ST,40013
47,2015,Alley Resurfacing Menu,Alleys,N CLARK ST & W IRVING PARK RD&N SOUTHPORT AVE & W BELLE PLAINE AVE,33405
47,2015,Alley Speed Hump Menu,Alleys,N WOLCOTT AVE & W WILSON AVE&N RAVENSWOOD AVE & W LELAND AVE,700
47,2015,Alley Speed Hump Replacement,Alleys,N WESTERN AVE & W BERTEAU AVE&N CAMPBELL AVE & W WARNER AVE,0
47,2015,Alley Speed Hump Replacement,Alleys,N WESTERN AVE & W WARNER AVE&N CAMPBELL AVE & W BELLE PLAINE AVE,0
47,2015,Curb & Gutter Menu,Street Resurfacing,ON N HERMITAGE AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N),17419
47,2015,Curb & Gutter Menu,Street Resurfacing,ON N LEAVITT ST FROM W BRADLEY PL (3730 N) TO W WAVELAND AVE (3700 N) -,12370
47,2015,Curb & Gutter Menu,Street Resurfacing,ON N RAVENSWOOD AVE FROM W MELROSE ST (3230 N) TO W SCHOOL ST (3300 N),7887
47,2015,Curb & Gutter Menu,Street Resurfacing,N CAMPBELL AVE & W WAVELAND AVE,7635
47,2015,Curb & Gutter Menu,Street Resurfacing,N RAVENSWOOD AVE & W BELMONT AVE,11723
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,W MONTROSE AVE & N WINCHESTER AVE,600
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,W FOSTER AVE & N WAYNE AVE,600
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,W MONTROSE AVE & N MAPLEWOOD AVE,600
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,N CLARK ST & W CARMEN AVE,600
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,W MONTROSE AVE & N CAMPBELL AVE,300
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,N DAMEN AVE & W BERENICE AVE,350
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,N LINCOLN AVE & W LELAND AVE,600
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,W ADDISON ST & N HOYNE AVE,600
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,N DAMEN AVE & W EASTWOOD AVE,350
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,W MONTROSE AVE & N HAMILTON AVE,600
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,N LINCOLN AVE & W CORNELIA AVE,350
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,W MONTROSE AVE & N HOYNE AVE,350
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,N OAKLEY AVE & W ADDISON ST,600
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,N CLARK ST & W AINSLIE ST,700
47,2015,Miscellaneous CDOT Projects,Misc. CDOT,1763 W CULLOM AVE,1000
47,2015,Miscellaneous Other Projects,Misc.,1458 W ARGYLE ST tree planting various locations - PM: J Brink,4200
47,2015,Pavement Markings Menu,Street Redesign,W IRVING PARK RD & N JANSSEN AVE,6000
47,2015,Pavement Markings Menu,Street Redesign,W WILSON AVE & N WOLCOTT AVE,8000
47,2015,Pavement Markings Menu,Street Redesign,N ROCKWELL ST & W IRVING PARK RD,9500
47,2015,Pavement Markings Menu,Street Redesign,N ASHLAND AVE & W IRVING PARK RD,2000
47,2015,Pavement Markings Menu,Street Redesign,W WILSON AVE & N WINCHESTER AVE,2000
47,2015,Pavement Markings Menu,Street Redesign,W IRVING PARK RD & N GREENVIEW AVE,8000
47,2015,Sidewalk Menu,Sidewalk Repair,ON N WOLCOTT AVE FROM W ADDISON ST (3600 N) TO W PATTERSON AVE (3630 N),5453
47,2015,Sidewalk Menu,Sidewalk Repair,ON N DAMEN AVE FROM W HUTCHINSON ST (4230 N) TO W CULLOM AVE (4300 N),2532
47,2015,Sidewalk Menu,Sidewalk Repair,ON N MARSHFIELD AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N),2267
47,2015,Sidewalk Menu,Sidewalk Repair,ON W CORNELIA AVE FROM N HOYNE AVE (2100 W) TO N HAMILTON AVE (2130 W),14571
47,2015,Street Resurfacing Menu,Street Resurfacing,ON N RAVENSWOOD AVE FROM W SCHOOL ST (3300 N) TO W MELROSE ST (3230 N) street resurfacing change order - PM: IHC,3481
47,2015,Street Resurfacing Menu,Street Resurfacing,ON N WOLCOTT AVE FROM W MONTROSE AVE (4400 N) TO W BERTEAU AVE (4200 N),110625
47,2015,Street Resurfacing Menu,Street Resurfacing,ON W BERTEAU AVE FROM N DAMEN AVE (2000 W) TO N BELL AVE (2230 W),56517
47,2015,Street Resurfacing Menu,Street Resurfacing,ON N RAVENSWOOD AVE FROM W SCHOOL ST (3300 N) TO W MELROSE ST (3230 N) concrete - 2 ADA -,10005
47,2015,Street Resurfacing Menu,Street Resurfacing,ON W NEWPORT AVE FROM N RAVENSWOOD AVE (1800 W) TO N WOLCOTT AVE (1900 W),37417
47,2015,Street Resurfacing Menu,Street Resurfacing,ON N RAVENSWOOD AVE FROM W SCHOOL ST (3300 N) TO W MELROSE ST (3230 N) change order asphalt -,8900
47,2015,Street Resurfacing Menu,Street Resurfacing,ON N LEAVITT ST FROM W BYRON ST (3900 N) TO W IRVING PARK RD (4000 N),21466
47,2015,Street Resurfacing Menu,Street Resurfacing,ON W BYRON ST FROM N SOUTHPORT AVE (1400 W) TO N JANSSEN AVE (1450 W),23194
47,2015,Street Resurfacing Menu,Street Resurfacing,ON N CLAREMONT AVE FROM W CULLOM AVE (4300 N) TO W MONTROSE AVE (4400 N),60309
47,2015,Street Resurfacing Menu,Street Resurfacing,ON N RAVENSWOOD AVE FROM W MELROSE ST (3230 N) TO W SCHOOL ST (3300 N),26354
47,2015,Street Resurfacing Menu,Street Resurfacing,ON N SEELEY AVE FROM W WILSON AVE (4600 N) TO W MONTROSE AVE (4400 N),44106
47,2015,Street Speed Hump Menu,Street Redesign,ON N ARTESIAN AVE FROM W MONTROSE AVE (4400 N) TO W SUNNYSIDE AVE (4500 N),3700
47,2015,Street Speed Hump Menu,Street Redesign,ON N LEAVITT ST FROM W CORNELIA AVE (3500 N) TO W ADDISON ST (3600 N),3700
47,2015,Street Speed Hump Replacement,Street Resurfacing,ON N CLAREMONT AVE FROM W CULLOM AVE (4300 N) TO W MONTROSE AVE (4400 N),0
47,2015,Street Speed Hump Replacement,Street Resurfacing,ON N WOLCOTT AVE FROM W MONTROSE AVE (4400 N) TO W BERTEAU AVE (4200 N),0
47,2015,Pedestrian Countdown Signal Menu,Pedestrian Infrastructure,N WESTERN AVE & W WAVELAND AVE PED COUNT DOWN,17100
47,2015,Pedestrian Countdown Signal Menu,Pedestrian Infrastructure,N DAMEN AVE & W GRACE ST Install Pedestrian Countdown Signals,33100
47,2015,Street Light Upgrade Menu,Lighting,2025 W CULLOM AVE . Current W.O # : 11534700 -,400
47,2015,Street Light Residential Staggered Piggy Back Menu,Lighting,Res LED NO Piggybacks. Current W.O # : 11554750 - to Design,146400
47,2015,Street Light Residential Staggered Piggy Back Menu,Lighting,RES LED Ltg w/Piggy backs. Current W.O # : 11554751 - in N),78000
47,2015,Street Light Residential Staggered Piggy Back Menu,Lighting,RES LED Ltg w/Piggy Backs. Current W.O # : 11554752 - In,78000
47,2015,Street Light Residential Staggered Piggy Back Menu,Lighting,ON N OAKLEY AVE FROM W BELLE PLAINE AVE (4100 N) TO W BERTEAU AVE (4200 RES LTG w/o PB. Current W.O # : 11554753 - In Design N),73200
47,2015,Street Light Residential Staggered Piggy Back Menu,Lighting,ON N OAKLEY AVE FROM W BERTEAU AVE (4200 N) TO W CULLOM AVE (4300 N) RES LTG w/o PB. Current W.O # : 11554753 - In Design,78000
47,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,N CLAREMONT AVE & W MONTROSE AVE,600
47,2015,Miscellaneous Other Projects,Misc.,"2536 W PENSACOLA AVE Trees (2014-2015 ) 7 Locations. Total Cost $3,470",988
48,2015,Alley Apron Menu,Alleys,ON W BALMORAL AVE FROM 1410 W TO N GLENWOOD AVE (1400 W),8436
48,2015,Alley Apron Menu,Alleys,ON W ELMDALE AVE FROM 1549 W TO N GREENVIEW AVE (1500 W),8764
48,2015,Alley Apron Menu,Alleys,ON W BERWYN AVE FROM 1056 W TO N KENMORE AVE (1036 W),8137
48,2015,Alley Apron Menu,Alleys,ON W GREGORY ST FROM 1475 W TO N GLENWOOD AVE (1400 W),8084
48,2015,Alley Apron Menu,Alleys,ON N WAYNE AVE FROM 5722 N TO N RIDGE AVE (5710 N),8746
48,2015,Alley Apron Menu,Alleys,ON N WAYNE AVE FROM 5609 N TO W BRYN MAWR AVE (5600 N),8636
48,2015,Alley Apron Menu,Alleys,ON N BROADWAY FROM 5506 N TO W CATALPA AVE (5500 N),13159
48,2015,Alley Apron Menu,Alleys,ON W BRYN MAWR AVE FROM 1309 W TO N LAKEWOOD AVE (1300 W),8474
48,2015,Alley Speed Hump Menu,Alleys,N CLARK ST & W SUMMERDALE AVE&N GLENWOOD AVE & W BERWYN AVE,700
48,2015,Concrete Alley Menu,Alleys,W HOLLYWOOD AVE & N GLENWOOD AVE&W OLIVE AVE & N CLARK ST,144000
48,2015,Curb & Gutter Menu,Street Resurfacing,ON W CATALPA AVE FROM N CLARK ST (1500 W) TO N GLENWOOD AVE (1400 W),3933
48,2015,Curb & Gutter Menu,Street Resurfacing,ON W HIGHLAND AVE FROM N GREENVIEW AVE (1500 W) TO N GLENWOOD AVE c&g change order - PM: JC (1400 W),3075
48,2015,Curb & Gutter Menu,Street Resurfacing,ON W BRYN MAWR AVE FROM N CLARK ST (1530 W) TO N GLENWOOD AVE (1400 W),3897
48,2015,Curb & Gutter Menu,Street Resurfacing,ON N KENMORE AVE FROM W BERWYN AVE (5300 N) TO W BALMORAL AVE (5400 N),7675
48,2015,Curb & Gutter Menu,Street Resurfacing,ON N SHERIDAN RD FROM W BRYN MAWR AVE (5560 N) TO W HOLLYWOOD AVE (5699 N),10197
48,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,W DEVON AVE & N BOSWORTH AVE,600
48,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,W DEVON AVE & N LAKEWOOD AVE,600
48,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,N CLARK ST & W OLIVE AVE,1200
48,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,N CLARK ST & W HOLLYWOOD AVE,1200
48,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,W RASCHER AVE & N CLARK ST,600
48,2015,"In-Road ""State Law Stop For Pedestrians"" Signs",Pedestrian Infrastructure,N CLARK ST & W SUMMERDALE AVE,350
48,2015,Miscellaneous Other Projects,Misc.,ON N WAYNE AVE FROM W HOLLYWOOD AVE (5700 N) TO W BRYN MAWR AVE (5600 sidewalk change order - N),2072
48,2015,Sidewalk Menu,Sidewalk Repair,ON N WINTHROP AVE FROM W ARDMORE AVE (5800 N) TO W THORNDALE AVE (5900 sidewalk change order - PM: JC N),1735
48,2015,Sidewalk Menu,Sidewalk Repair,ON W BERWYN AVE FROM N LAKEWOOD AVE (1300 W) TO N MAGNOLIA AVE (1230 W),16168
